,Title,Year,First Author,Author Count,Citation Count,Citation Five Years,Bibcode
5282,Galactic Latitude Dependence of Near-infrared Diffuse Galactic Light: Thermal Emission or Scattered Light?,2017,"Sano, K.",2,7,3,2017ApJ...849...31S
5283,Cosmic Star Formation: A Simple Model of the SFRD(z),2017,"Chiosi, Cesare",7,15,12,2017ApJ...851...44C
5284,The Circumestellar Disk of the B0 Protostar Powering the HH 80-81 Radio Jet,2017,"Girart, J. M.",9,24,16,2017ApJ...847...58G
5285,A Model of the Solar Chromosphere: Structure and Internal Circulation,2017,"Song, P.",1,12,7,2017ApJ...846...92S
5286,Cloud-scale ISM Structure and Star Formation in M51,2017,"Leroy, Adam K.",20,140,105,2017ApJ...846...71L
5287,Stripped Elliptical Galaxies as Probes of ICM Physics. III. Deep Chandra Observations of NGC 4552: Measuring the Viscosity of the Intracluster Medium,2017,"Kraft, R. P.",10,25,17,2017ApJ...848...27K
5288,Contribution of Field Strength Gradients to the Net Vertical Current of Active Regions,2017,"Vemareddy, P.",1,7,6,2017ApJ...851....3V
5289,Aerosol Constraints on the Atmosphere of the Hot Saturn-mass Planet WASP-49b,2017,"Cubillos, Patricio E.",9,16,12,2017ApJ...849..145C
5290,The Interstellar Medium in [O III]-selected Star-forming Galaxies at z ∼ 3.2,2017,"Suzuki, Tomoko L.",14,20,14,2017ApJ...849...39S
5291,Formation of Tidal Captures and Gravitational Wave Inspirals in Binary-single Interactions,2017,"Samsing, Johan",3,41,32,2017ApJ...846...36S
5292,A Radio Relic and a Search for the Central Black Hole in the Abell 2261 Brightest Cluster Galaxy,2017,"Burke-Spolaor, Sarah",7,12,10,2017ApJ...849...59B
5293,Electromagnetic Structure and Electron Acceleration in Shock-Shock Interaction,2017,"Nakanotani, Masaru",4,1,1,2017ApJ...846..113N
5294,NIR-driven Moist Upper Atmospheres of Synchronously Rotating Temperate Terrestrial Exoplanets,2017,"Fujii, Yuka",3,60,51,2017ApJ...848..100F
5295,Near L-edge Single and Multiple Photoionization of Singly Charged Iron Ions,2017,"Schippers, Stefan",10,42,29,2017ApJ...849....5S
5296,"Far-infrared to Millimeter Data of Protoplanetary Disks: Dust Growth in the Taurus, Ophiuchus, and Chamaeleon I Star-forming Regions",2017,"Ribas, Álvaro",10,51,35,2017ApJ...849...63R
5297,SFADI: The Speckle-free Angular Differential Imaging Method,2017,"Li Causi, Gianluca",6,7,6,2017ApJ...849...85L
5298,First NuSTAR Limits on Quiet Sun Hard X-Ray Transient Events,2017,"Marsh, Andrew J.",19,8,6,2017ApJ...849..131M
5299,Observational Constraints on Correlated Star Formation and Active Galactic Nuclei in Late-stage Galaxy Mergers,2017,"Barrows, R. Scott",4,22,16,2017ApJ...850...27B
5300,"Erratum: “Standing on the Shoulders of Dwarfs: The Kepler Asteroseismic LEGACY Sample. I. Oscillation Mode Parameters” (<A href=""https://doi.org/10.3847/1538-4357/835/2/172"">2017, ApJ, 835, 172</A>)",2017,"Lund, Mikkel N.",20,6,4,2017ApJ...850..110L
5301,Precipitation and Release of Solar Energetic Particles from the Solar Coronal Magnetic Field,2017,"Zhang, Ming",2,34,15,2017ApJ...846..107Z
5302,Experimental Phase Functions of Millimeter-sized Cosmic Dust Grains,2017,"Muñoz, O.",7,20,12,2017ApJ...846...85M
5303,A Universal Correlation between Star Formation Activity and Molecular Gas Properties Across Environments,2017,"Koyama, Shuhei",13,22,21,2017ApJ...847..137K
5304,Electron and Proton Heating in Transrelativistic Magnetic Reconnection,2017,"Rowan, Michael E.",3,116,69,2017ApJ...850...29R
5305,A Spectroscopic Search for AGN Activity in the Reionization Era,2017,"Laporte, Nicolas",7,120,81,2017ApJ...851...40L
5306,Global Energetics of Solar Flares. VI. Refined Energetics of Coronal Mass Ejections,2017,"Aschwanden, Markus J.",1,29,21,2017ApJ...847...27A
5307,Possible Range of Viscosity Parameters to Trigger Black Hole Candidates to Exhibit Different States of Outbursts,2017,"Mondal, Santanu",4,19,15,2017ApJ...850...47M
5308,The Physics of Protoplanetesimal Dust Agglomerates. IX. Mechanical Properties of Dust Aggregates Probed by a Solid-projectile Impact,2017,"Katsuragi, Hiroaki",2,21,16,2017ApJ...851...23K
5309,Convection and Overshoot in Models of γ Doradus and δ Scuti Stars,2017,"Lovekin, C. C.",2,17,8,2017ApJ...849...38L
5310,Centrally Concentrated X-Ray Radiation from an Extended Accreting Corona in Active Galactic Nuclei,2017,"Liu, B. F.",4,11,8,2017ApJ...847...96L
5311,"The TWA 3 Young Triple System: Orbits, Disks, Evolution",2017,"Kellogg, Kendra",17,21,16,2017ApJ...844..168K
5312,"Comparison of Gravitational Waves from Central Engines of Gamma-Ray Bursts: Neutrino-dominated Accretion Flows, Blandford-Znajek Mechanisms, and Millisecond Magnetars",2017,"Liu, Tong",4,22,18,2017ApJ...850...30L
5313,The Frequency-dependent Damping of Slow Magnetoacoustic Waves in a Sunspot Umbral Atmosphere,2017,"Krishna Prasad, S.",8,28,18,2017ApJ...847....5K
5314,iPTF17cw: An Engine-driven Supernova Candidate Discovered Independent of a Gamma-Ray Trigger,2017,"Corsi, A.",24,23,20,2017ApJ...847...54C
5315,Solar Cycle Variability Induced by Tilt Angle Scatter in a Babcock-Leighton Solar Dynamo Model,2017,"Karak, Bidya Binay",2,82,45,2017ApJ...847...69K
5316,Far-infrared Spectroscopic Characterization of Anti-vinyl Alcohol,2017,"Bunn, Hayley",4,13,9,2017ApJ...847...67B
5317,Comparison of Damping Mechanisms for Transverse Waves in Solar Coronal Loops,2017,"Montes-Solís, María",2,13,12,2017ApJ...846...89M
5318,The Infall of the Virgo Elliptical Galaxy M60 toward M87 and the Gaseous Structures Produced by Kelvin-Helmholtz Instabilities,2017,"Wood, R. A.",9,15,11,2017ApJ...847...79W
5319,High-energy Neutrinos from Millisecond Magnetars Formed from the Merger of Binary Neutron Stars,2017,"Fang, Ke",2,98,70,2017ApJ...849..153F
5320,Two-dimensional Radiative Magnetohydrodynamic Simulations of Partial Ionization in the Chromosphere. II. Dynamics and Energetics of the Low Solar Atmosphere,2017,"Martínez-Sykora, Juan",6,70,52,2017ApJ...847...36M
5321,"Variable Stars and Stellar Populations in Andromeda XXVII. IV. An Off-centered, Disrupted Galaxy",2017,"Cusano, Felice",12,8,7,2017ApJ...851....9C
5322,Insights on the Spectral Signatures of Stellar Activity and Planets from PCA,2017,"Davis, Allen B.",5,60,43,2017ApJ...846...59D
5323,The Antiderivative of the Stokes V Polarization Profile. I. A Simple Procedure for Magnetic Field Characterization,2017,"Gayley, Kenneth G.",1,4,3,2017ApJ...851..113G
5324,Discovery of the New X-Ray Transient MAXI J1807+132: A Candidate of a Neutron Star Low-mass X-Ray Binary,2017,"Shidatsu, Megumi",12,11,8,2017ApJ...850..155S
5325,On the Deuterium-to-hydrogen Ratio of the Interstellar Medium,2017,"Weinberg, David H.",1,24,12,2017ApJ...851...25W
5326,Efficient Radiative Transfer for Dynamically Evolving Stratified Atmospheres,2017,"Judge, Philip G.",1,8,7,2017ApJ...851....5J
5327,Variable Dynamics in the Inner Disk of HD 135344B Revealed with Multi-epoch Scattered Light Imaging,2017,"Stolker, Tomas",15,59,43,2017ApJ...849..143S
5328,Double-peaked Emission Lines Due to a Radio Outflow in KISSR 1219,2017,"Kharb, P.",5,21,17,2017ApJ...846...12K
5329,VLA Observations of the Disk around the Young Brown Dwarf 2MASS J044427+2512,2017,"Ricci, L.",6,13,10,2017ApJ...846...19R
5330,Evidence for Galaxy Dynamics Tracing Background Cosmology Below the de Sitter Scale of Acceleration,2017,"van Putten, Maurice H. P. M.",1,27,18,2017ApJ...848...28V
5331,Space Telescope and Optical Reverberation Mapping Project. VII. Understanding the Ultraviolet Anomaly in NGC 5548 with X-Ray Spectroscopy,2017,"Mathur, S.",150,37,31,2017ApJ...846...55M
5332,"A Search for Low-energy Neutrinos Correlated with Gravitational Wave Events GW 150914, GW 151226, and GW 170104 with the Borexino Detector",2017,"Agostini, M.",103,22,19,2017ApJ...850...21A
5333,The Carbon and Nitrogen Abundance Ratio in the Broad Line Region of Tidal Disruption Events,2017,"Yang, Chenwei",7,31,15,2017ApJ...846..150Y
5334,The VMC Survey. XXVII. Young Stellar Structures in the LMC’s Bar Star-forming Complex,2017,"Sun, Ning-Chen",14,20,12,2017ApJ...849..149S
5335,Accretion Flow Properties of Swift J1753.5-0127 during Its 2005 Outburst,2017,"Debnath, Dipak",5,32,24,2017ApJ...850...92D
5336,Quasi-electrostatic Whistler Wave Dynamics in Earth’s Radiation Belt,2017,"Kumar, Sanjay",4,2,2,2017ApJ...851...49K
5337,The Radial Distribution of Mono-metallicity Populations in the Galactic Disk as Evidence for Two-phase Disk Formation,2017,"Domínguez-Tenreiro, R.",5,7,6,2017ApJ...846...72D
5338,An Algorithm to Compress Line-transition Data for Radiative-transfer Calculations,2017,"Cubillos, Patricio E.",1,32,18,2017ApJ...850...32C
5339,Ion-Ion Equilibration and Particle Distributions in a 3000 km s<SUP>-1</SUP> Shock in SN 1006,2017,"Raymond, J. C.",4,17,12,2017ApJ...851...12R
5340,Successive Homologous Coronal Mass Ejections Driven by Shearing and Converging Motions in Solar Active Region NOAA 12371,2017,"Vemareddy, P.",1,32,26,2017ApJ...845...59V
5341,"Observation and Analysis of Interstellar Acetone in GAL 31.41+0.31, GAL 034.3+00.2, and GAL 10.47+00.03",2017,"Zou, Luyao",2,7,2,2017ApJ...849..139Z
5342,Rayleigh Scattering in Spectral Series with L-term Interference,2017,"Casini, R.",3,1,0,2017ApJ...850..162C
5343,Virgo Redux: The Masses and Stellar Content of Nuclei in Early-type Galaxies from Multiband Photometry and Spectroscopy,2017,"Spengler, Chelsea",17,52,36,2017ApJ...849...55S
5344,The Small-scale Structure of Photospheric Convection Retrieved by a Deconvolution Technique Applied to Hinode/SP Data,2017,"Oba, T.",6,20,16,2017ApJ...849....7O
5345,The Breakthrough Listen Search for Intelligent Life: 1.1-1.9 GHz Observations of 692 Nearby Stars,2017,"Enriquez, J. Emilio",13,113,68,2017ApJ...849..104E
5346,The Implications of 3D Thermal Structure on 1D Atmospheric Retrieval,2017,"Blecic, Jasmina",3,61,48,2017ApJ...848..127B
5347,The Spatially Uniform Spectrum of the Fermi Bubbles: The Leptonic Active Galactic Nucleus Jet Scenario,2017,"Yang, H. -Y. K.",2,42,25,2017ApJ...850....2Y
5348,The Second Catalog of Flaring Gamma-Ray Sources from the Fermi All-sky Variability Analysis,2017,"Abdollahi, S.",127,90,56,2017ApJ...846...34A
5349,The Importance of Preventive Feedback: Inference from Observations of the Stellar Masses and Metallicities of Milky Way Dwarf Galaxies,2017,"Lu, Yu",8,30,20,2017ApJ...846...66L
5350,A Map of the Local Velocity Substructure in the Milky Way Disk,2017,"Pearl, Alan N.",4,12,11,2017ApJ...847..123P
5351,Can Substorm Particle Acceleration Be Applied to Solar Flares?,2017,"Birn, J.",5,14,8,2017ApJ...848..116B
5352,Timing Analysis of V404 Cyg during Its Brightest Outburst with INTEGRAL/SPI,2017,"Rodi, J.",3,3,3,2017ApJ...848....3R
5353,"Numerical Simulations of Flare-productive Active Regions: δ-sunspots, Sheared Polarity Inversion Lines, Energy Storage, and Predictions",2017,"Toriumi, Shin",2,66,45,2017ApJ...850...39T
5354,The Konus-Wind Catalog of Gamma-Ray Bursts with Known Redshifts. I. Bursts Detected in the Triggered Mode,2017,"Tsvetkova, A.",11,114,58,2017ApJ...850..161T
5355,Determination of Dark Matter Halo Mass from Dynamics of Satellite Galaxies,2017,"Li, Zhao-Zhou",5,23,17,2017ApJ...850..116L
5356,Micrometer-sized Water Ice Particles for Planetary Science Experiments: Influence of Surface Structure on Collisional Properties,2017,"Gärtner, S.",10,28,20,2017ApJ...848...96G
5357,Simultaneous Multiwavelength Observations of V404 Cygni during its 2015 June Outburst Decay Strengthen the Case for an Extremely Energetic Jet-base,2017,"Maitra, Dipankar",7,14,12,2017ApJ...851..148M
5358,Cloudless Atmospheres for Young Low-gravity Substellar Objects,2017,"Tremblin, P.",10,52,31,2017ApJ...850...46T
5359,Buoyant AGN Bubbles in the Quasi-isothermal Potential of NGC 1399,2017,"Su, Yuanyuan",8,24,19,2017ApJ...847...94S
5360,An Upper Limit on the Milky Way Mass from the Orbit of the Sagittarius Dwarf Satellite,2017,"Dierickx, Marion I. P.",2,37,28,2017ApJ...847...42D
5361,The Power of SOFIA/FORCAST in Estimating Internal Luminosities of Low-mass Class 0/I Protostars,2017,"Huard, Tracy L.",2,1,1,2017ApJ...851..115H
5362,HST Imaging of the Brightest z ∼ 8-9 Galaxies from UltraVISTA: The Extreme Bright End of the UV Luminosity Function,2017,"Stefanon, Mauro",16,45,36,2017ApJ...851...43S
5363,Direct Observations of Different Sunspot Waves Influenced by Umbral Flashes,2017,"Sharma, Aishawnnya",5,12,6,2017ApJ...850..206S
5364,Scale-invariant Cosmology and CMB Temperatures as a Function of Redshifts,2017,"Maeder, Andre",1,12,7,2017ApJ...847...65M
5365,Is Photolytic Production a Viable Source of HCN and HNC in Astrophysical Environments? A Laboratory-based Feasibility Study of Methyl Cyanoformate,2017,"Wilhelm, Michael J.",6,12,8,2017ApJ...849...15W
5366,Protoplanetary Disks in ρ Ophiuchus as Seen from ALMA,2017,"Cox, Erin G.",9,105,76,2017ApJ...851...83C
5367,On Estimation of Contamination from Hydrogen Cyanide in Carbon Monoxide Line-intensity Mapping,2017,"Chung, Dongwoo T.",5,13,12,2017ApJ...846...60C
5368,A Spectroscopic Search for White Dwarf Companions to 101 Nearby M Dwarfs,2017,"Bar, Ira",5,13,7,2017ApJ...850...34B
5369,Aerosol Properties of the Atmospheres of Extrasolar Giant Planets,2017,"Lavvas, P.",2,91,57,2017ApJ...847...32L
5370,Emission Line Properties of Seyfert Galaxies in the 12 μm Sample,2017,"Malkan, Matthew A.",5,37,21,2017ApJ...846..102M
5371,Intracluster Patches of Baryons in the Core of the Fornax Cluster,2017,"Iodice, E.",15,54,42,2017ApJ...851...75I
5372,Associating Fast Radio Bursts with Their Host Galaxies,2017,"Eftekhari, T.",2,74,41,2017ApJ...849..162E
5373,The JCMT BISTRO Survey: The Magnetic Field Strength in the Orion A Filament,2017,"Pattle, Kate",30,133,92,2017ApJ...846..122P
5374,Fermi Non-detections of Four X-Ray Jet Sources and Implications for the IC/CMB Mechanism,2017,"Breiding, Peter",6,48,32,2017ApJ...849...95B
5375,Understanding Breaks in Flare X-Ray Spectra: Evaluation of a Cospatial Collisional Return-current Model,2017,"Alaoui, Meriem",2,32,18,2017ApJ...851...78A
5376,Dense Molecular Clumps in the Envelope of the Yellow Hypergiant IRC+10420,2017,Dinh-V-Trung,3,2,1,2017ApJ...851...65D
5377,X-Ray Morphological Analysis of the Planck ESZ Clusters,2017,"Lovisari, Lorenzo",10,108,63,2017ApJ...846...51L
5378,Ionized Gas Outflows in Infrared-bright Dust-obscured Galaxies Selected with WISE  and SDSS,2017,"Toba, Yoshiki",8,47,30,2017ApJ...850..140T
5379,A Multiwavelength Study of Nearby Millisecond Pulsar PSR J1400-1431: Improved Astrometry and an Optical Detection of Its Cool White Dwarf Companion,2017,"Swiggum, J. K.",19,19,13,2017ApJ...847...25S
5380,On a Small-scale EUV Wave: The Driving Mechanism and the Associated Oscillating Filament,2017,"Shen, Yuandeng",4,48,28,2017ApJ...851..101S
5381,Characterizing the Motion of Solar Magnetic Bright Points at High Resolution,2017,"Van Kooten, Samuel J.",2,17,10,2017ApJ...850...64V
5382,The Structure of the Broad-line Region in Active Galactic Nuclei. II. Dynamical Modeling of Data From the AGN10 Reverberation Mapping Campaign,2017,"Grier, C. J.",7,132,88,2017ApJ...849..146G
5383,Properties of X-Ray Flux of Jets during the 2005 Outburst of Swift J1753.5-0127 Using the TCAF Solution,2017,"Jana, Arghajit",3,30,23,2017ApJ...850...91J
5384,A Detailed Comparison of Multidimensional Boltzmann Neutrino Transport Methods in Core-collapse Supernovae,2017,"Richers, Sherwood",6,68,53,2017ApJ...847..133R
5385,Action Dynamics of the Local Supercluster,2017,"Shaya, Edward J.",4,113,49,2017ApJ...850..207S
5386,Photospheric Emission in the Joint GBM and Konus Prompt Spectra of GRB 120323A,2017,"Guiriec, S.",5,14,10,2017ApJ...846..138G
5387,"Optical, Near-IR, and X-Ray Observations of SN 2015J and Its Host Galaxy",2017,"Nucita, A. A.",10,1,0,2017ApJ...850..111N
5388,Chandra  and NuSTAR  Follow-up Observations of Swift-BAT-selected AGNs,2017,"Marchesi, S.",8,13,9,2017ApJ...848...53M
5389,Modeling Emission of Heavy Energetic Neutral Atoms from the Heliosphere,2017,"Swaczyna, Paweł",2,3,3,2017ApJ...846..128S
5390,Orbital Dynamics of Candidate Transitional Millisecond Pulsar 3FGL J1544.6-1125: An Unusually Face-on System,2017,"Britt, C. T.",7,26,13,2017ApJ...849...21B
5391,Dynamics of Large-scale Coronal Structures as Imaged during the 2012 and 2013 Total Solar Eclipses,2017,"Alzate, Nathalia",5,17,10,2017ApJ...848...84A
5392,The EDGE-CALIFA Survey: Variations in the Molecular Gas Depletion Time in Local Galaxies,2017,"Utomo, Dyas",17,75,60,2017ApJ...849...26U
5393,Fluting Modes in Transversely Nonuniform Solar Flux Tubes,2017,"Soler, Roberto",1,10,8,2017ApJ...850..114S
5394,Secondary Interstellar Oxygen in the Heliosphere: Numerical Modeling and Comparison with IBEX-Lo Data,2017,"Baliukin, I. I.",6,11,10,2017ApJ...850..119B
5395,"On the Determination of the <SUP>7</SUP>Be(n, α)<SUP>4</SUP>He Reaction Cross Section at BBN Energies",2017,"Lamia, L.",9,39,25,2017ApJ...850..175L
5396,A Faint Flux-limited Lyα Emitter Sample at z ∼ 0.3,2017,"Wold, Isak G. B.",5,35,30,2017ApJ...848..108W
5397,Quasar Rain: The Broad Emission Line Region as Condensations in the Warm Accretion Disk Wind,2017,"Elvis, Martin",1,39,29,2017ApJ...847...56E
5398,A Numerical Simulation of Coronal Waves Interacting with Coronal Holes. I. Basic Features,2017,"Piantschitsch, Isabell",8,19,14,2017ApJ...850...88P
5399,Transport Properties of the Azimuthal Magnetorotational Instability,2017,"Guseva, Anna",4,15,8,2017ApJ...849...92G
5400,Embedded Filaments in IRAS 05463+2652: Early Stage of Fragmentation and Star Formation Activities,2017,"Dewangan, L. K.",4,5,5,2017ApJ...848...51D
5401,Gemini Spectra of Star Clusters in the Spiral Galaxy M101,2017,"Simanton-Coogan, Lesley A.",4,8,6,2017ApJ...851...63S
5402,Do Low Surface Brightness Galaxies Host Stellar Bars?,2017,"Cervantes Sodi, Bernardo",2,14,8,2017ApJ...847...37C
5403,Evidence of Absence of Tidal Features in the Outskirts of Ultra Diffuse Galaxies in the Coma Cluster,2017,"Mowla, Lamiya",6,37,30,2017ApJ...851...27M
5404,The Green Bank Ammonia Survey: Observations of Hierarchical Dense Gas Structures in Cepheus-L1251,2017,"Keown, Jared",23,29,19,2017ApJ...850....3K
5405,GCM Simulations of Unstable Climates in the Habitable Zone,2017,"Paradise, Adiv",2,30,27,2017ApJ...848...33P
5406,Relativistic Shear Flow between Electron-Ion and Electron-Positron Plasmas and Astrophysical Applications,2017,"Liang, Edison",3,14,9,2017ApJ...847...90L
