Title,Year,First Author,Author Count,Citation Count,Bibcode
Relativistic Dynamical Stability Criterion of Multiplanet Systems with a Distant Companion,2021,"Wei, Lingfeng",4,14,2021ApJ...923..118W
Gamma-Ray Emission Produced by r-process Elements from Neutron Star Mergers,2021,"Chen, Meng-Hua",4,17,2021ApJ...919...59C
Analysis of Magnetohydrodynamic Perturbations in the Radial-field Solar Wind from Parker Solar Probe Observations,2021,"Zhao, S. Q.",5,15,2021ApJ...923..253Z
Impact of Water-latent Heat on the Thermal Structure of Ultra-cool Objects: Brown Dwarfs and Free-floating Planets,2021,"Tang, Shih-Yun",6,11,2021ApJ...922...26T
Skew-kappa Distribution Functions and Whistler Heat Flux Instability in the Solar Wind: The Core-strahlo Model,2021,"Zenteno-Quinteros, Bea",3,9,2021ApJ...923..180Z
Measuring an Off-center Detonation through Infrared Line Profiles: The Peculiar Type Ia Supernova SN 2020qxp/ASASSN-20jq,2021,"Hoeflich, P.",20,25,2021ApJ...922..186H
Efficient Numerical Treatment of Ambipolar and Hall Drift as Hyperbolic System,2021,"Rempel, M.",2,5,2021ApJ...923...79R
Local Analogs to High-redshift Galaxies. I. Characterization of Dust Emission and Star Formation History,2021,"Motiño Flores, Skarleth M.",3,10,2021ApJ...921..130M
Photometric Variability of the Pre-main-sequence Stars toward the Sh 2-190 Region,2021,"Sinha, Tirthendu",10,2,2021ApJ...921..165S
Rapid Formation of Gas-giant Planets via Collisional Coagulation from Dust Grains to Planetary Cores,2021,"Kobayashi, Hiroshi",2,36,2021ApJ...922...16K
MHD and Ion Kinetic Waves in Field-aligned Flows Observed by Parker Solar Probe,2021,"Zhao, L. -L.",8,22,2021ApJ...922..188Z
Binary Comb Models for FRB 121102,2021,"Wada, Tomoki",3,30,2021ApJ...920...54W
A Sub-2% Distance to M31 from Photometrically Homogeneous Near-infrared Cepheid Period-Luminosity Relations Measured with the Hubble Space Telescope,2021,"Li, Siyang",6,35,2021ApJ...920...84L
High-energy Neutrinos from Magnetized Coronae of Active Galactic Nuclei and Prospects for Identification of Seyfert Galaxies and Quasars in Neutrino Telescopes,2021,"Kheirandish, Ali",3,74,2021ApJ...922...45K
Radio Proper Motions of the Energetic Pulsar PSR J1813-1749,2021,"Dzib, Sergio A.",2,3,2021ApJ...923..228D
"Central X-Ray Point Sources Found to Be Abundant in Low-mass, Late-type Galaxies Predicted to Contain an Intermediate-mass Black Hole",2021,"Graham, Alister W.",8,8,2021ApJ...923..246G
Black Hole Gravitational Potential Enhanced Fallback Accretion onto the Nascent Lighter Compact Object: Tentative Evidence in the O3 Run Data of LIGO/Virgo,2021,"Tang, Shao-Peng",5,8,2021ApJ...922....3T
Magnetar Models of Superluminous Supernovae from the Dark Energy Survey: Exploring Redshift Evolution,2021,"Hsu, Brian",3,16,2021ApJ...921..180H
An ALMA Gas-dynamical Mass Measurement of the Supermassive Black Hole in the Local Compact Galaxy UGC 2698,2021,"Cohn, Jonathan H.",12,24,2021ApJ...919...77C
DIISC-II: Unveiling the Connections between Star Formation and Interstellar Medium in the Extended Ultraviolet Disk of NGC 3344,2021,"Padave, Mansi",9,6,2021ApJ...923..199P
Integrated Photometry of Multiple Stellar Populations in Globular Clusters,2021,"Jang, S.",11,12,2021ApJ...920..129J
Which Molecular Cloud Structures Are Bound?,2021,"Evans, Neal J., II",5,33,2021ApJ...920..126E
Equation-of-state Dependence of Gravitational Waves in Core-collapse Supernovae,2021,"Eggenberger Andersen, Oliver",6,48,2021ApJ...923..201E
Simultaneous Estimation of Large-scale Structure and Milky Way Dust Extinction from Galaxy Surveys,2021,"Bravo, Matías",6,3,2021ApJ...921..108B
Global Non-ideal Magnetohydrodynamic Simulations of Protoplanetary Disks with Outer Truncation,2021,"Yang, Haifeng",2,13,2021ApJ...922..201Y
Laboratory Observation of C and O Emission Lines of the White Dwarf H1504+65-like Atmosphere Model,2021,"Ma, Bu-Bo",37,7,2021ApJ...920..106M
The IGRINS YSO Survey. I. Stellar Parameters of Pre-main-sequence Stars in Taurus-Auriga,2021,"López-Valdivia, Ricardo",22,33,2021ApJ...921...53L
Connecting the Low to the High Corona: A Method to Isolate Transients in STEREO/COR1 Images,2021,"Alzate, Nathalia",4,13,2021ApJ...919...98A
Scaling of Small-scale Dynamo Properties in the Rayleigh-Taylor Instability,2021,"Skoutnev, V.",4,14,2021ApJ...921...75S
"Erratum: ""Galaxy Lookback Evolution Models: A Comparison with Magneticum Cosmological Simulations and Observations"" (2021, ApJ, 910 , 87)",2021,"Kudritzki, Rolf-Peter",7,4,2021ApJ...922..274K
Studies of Cepheus X-4 during the 2018 Outburst Observed with AstroSat,2021,"Mukerjee, Kallol",2,4,2021ApJ...920..139M
Probing Galaxy Evolution in Massive Clusters Using ACT and DES: Splashback as a Cosmic Clock,2021,"Adhikari, Susmita",116,47,2021ApJ...923...37A
The Astrophysical Variance in Gaia-Radial Velocity Spectrometer Spectra,2021,"Rampalli, Rayna",3,5,2021ApJ...921...78R
Effects of the Nuclear Equation of State on Type I X-Ray Bursts: Interpretation of the X-Ray Bursts from GS 1826-24,2021,"Dohi, A.",6,17,2021ApJ...923...64D
A Machine-learning Approach to Integral Field Unit Spectroscopy Observations. III. Disentangling Multiple Components in H II Regions,2021,"Rhea, Carter L.",10,3,2021ApJ...923..169R
On the Impact of Inclination-dependent Attenuation on Derived Star Formation Histories: Results from Disk Galaxies in the Great Observatories Origins Deep Survey Fields,2021,"Doore, Keith",7,14,2021ApJ...923...26D
The Star Formation History of a Post-starburst Galaxy Determined from Its Cluster Population,2021,"Chandar, Rupali",5,9,2021ApJ...920..105C
Mass Estimation of Galaxy Clusters with Deep Learning II. Cosmic Microwave Background Cluster Lensing,2021,"Gupta, N.",2,20,2021ApJ...923...96G
Properties of the C II 1334 Å Line in Coronal Hole and Quiet Sun as Observed by IRIS,2021,"Upendran, Vishal",2,6,2021ApJ...922..112U
Spectroscopically Identified Emission Line Galaxy Pairs in the WISP Survey,2021,"Dai, Y. Sophia",23,7,2021ApJ...923..156D
Whistler-regulated Magnetohydrodynamics: Transport Equations for Electron Thermal Conduction in the High-β Intracluster Medium of Galaxy Clusters,2021,"Drake, J. F.",9,34,2021ApJ...923..245D
A Novel Method for Estimating the Ambient Medium Density Around Distant Radio Sources from Their Observed Radio Spectra,2021,"Wójtowicz, Anna",4,4,2021ApJ...922..197W
Spatially Highly Resolved Solar-wind-induced Magnetic Field on Venus,2021,"He, Maosheng",5,2,2021ApJ...923...73H
An Accreting Stellar Binary Model for Active Periodic Fast Radio Bursts,2021,"Deng, Can-Min",3,30,2021ApJ...922...98D
Evolution of Kelvin-Helmholtz Instability in the Fan-spine Topology,2021,"Mishra, Sudheer K.",5,4,2021ApJ...923...72M
Impact of NICER's Radius Measurement of PSR J0740+6620 on Nuclear Symmetry Energy at Suprasaturation Densities,2021,"Zhang, Nai-Bo",2,43,2021ApJ...921..111Z
Binary Black Hole Formation with Detailed Modeling: Stable Mass Transfer Leads to Lower Merger Rates,2021,"Gallegos-Garcia, Monica",4,95,2021ApJ...922..110G
On the Circular Polarization of Repeating Fast Radio Bursts,2021,"Dai, Shi",12,18,2021ApJ...920...46D
The Influence of Heavy Cosmic Rays in Energy Deposition in Molecular Clouds Employing the GEANT4 Code and Voyager I Data,2021,"Pilling, Sergio",3,4,2021ApJ...921..116P
Predicting the Magnetic Fields of a Stealth CME Detected by Parker Solar Probe at 0.5 au,2021,"Palmerio, Erika",8,21,2021ApJ...920...65P
Diffusion of Cosmic Rays in MHD Turbulence with Magnetic Mirrors,2021,"Lazarian, Alex",2,51,2021ApJ...923...53L
"Turbulent Magnetic Dynamos with Halo Lags, Winds, and Jets",2021,"Henriksen, R. N.",2,9,2021ApJ...920..133H
Far-ultraviolet Spectra of Main-sequence O Stars at Extremely Low Metallicity,2021,"Telford, O. Grace",4,20,2021ApJ...922..191T
Constraining Scalar-tensor Theories Using Neutron Star-Black Hole Gravitational Wave Events,2021,"Niu, Rui",4,36,2021ApJ...921..149N
A Wide-field CO Survey toward the California Molecular Filament,2021,"Guo, Weihua",12,13,2021ApJ...921...23G
Photospheric Prompt Emission From Long Gamma-ray Burst Simulations. I. Optical Emission,2021,"Parsotan, Tyler",2,7,2021ApJ...922..257P
Tracing the Ionization Structure of the Shocked Filaments of NGC 6240,2021,"Medling, Anne M.",17,8,2021ApJ...923..160M
Stellar Dynamical Models for 797 z   0.8 Galaxies from LEGA-C,2021,"van Houdt, Josha",15,24,2021ApJ...923...11V
Self-consistent Ring Model in Protoplanetary Disks: Temperature Dips and Substructure Formation,2021,"Zhang, Shangjia",4,12,2021ApJ...923...70Z
Enhanced Kozai-Lidov Eccentricity Oscillations in Nuclear Star Clusters,2021,"Haas, Jaroslav",2,1,2021ApJ...922...74H
"Galaxy Evolution in All Five CANDELS Fields and IllustrisTNG: Morphological, Structural, and the Major Merger Evolution to z   3",2021,"Whitney, A.",4,50,2021ApJ...919..139W
Probing Gas Kinematics and PDR Structure around O-type Stars in the Sh 2-305 H II Region,2021,"Bhadari, N. K.",6,3,2021ApJ...922..207B
Identifying QCD Phase Transitions via the Gravitational Wave Frequency from a Supernova Explosion,2021,"Bai, Zhan",3,9,2021ApJ...922..266B
How Does Transverse MHD Wave-driven Turbulence Influence the Density Filling Factor in the Solar Corona?,2021,"Sen, Samrat",2,2,2021ApJ...923..178S
Search for Continuous Gravitational-wave Signals in Pulsar Timing Residuals: A New Scalable Approach with Diffusive Nested Sampling,2021,"Songsheng, Yu-Yang",8,5,2021ApJ...922..228S
The Final Fates of Close Hot Subdwarf-White Dwarf Binaries: Mergers Involving He/C/O White Dwarfs and the Formation of Unusual Giant Stars with C/O-Dominated Envelopes,2021,"Schwab, Josiah",2,5,2021ApJ...920..110S
The XFaster Power Spectrum and Likelihood Estimator for the Analysis of Cosmic Microwave Background Maps,2021,"Gambrel, A. E.",67,4,2021ApJ...922..132G
Measurements of Photospheric and Chromospheric Magnetic Field Structures Associated with Chromospheric Heating over a Solar Plage Region,2021,"Anan, Tetsu",9,22,2021ApJ...921...39A
The Irradiation Instability of Protoplanetary Disks,2021,"Wu, Yanqin",2,24,2021ApJ...923..123W
X-Ray Superflares from Pre-main-sequence Stars: Flare Modeling,2021,"Getman, Konstantin V.",3,25,2021ApJ...920..154G
Spectral Modeling of Flares in Long-term Gamma-Ray Light Curve of PKS 0903-57,2021,"Mondal, Sandeep Kumar",4,2,2021ApJ...922..160M
Effects of Haze Radiation and Eddy Heat Transport on the Thermal Structure of Pluto's Lower Atmosphere,2021,"Wan, Linfeng",3,6,2021ApJ...922..244W
Magnetic and Rotational Evolution of ρ CrB from Asteroseismology with TESS,2021,"Metcalfe, Travis S.",18,20,2021ApJ...921..122M
The Isaac Newton Telescope Monitoring Survey of Local Group Dwarf Galaxies. II. The Star-formation History of Andromeda I Derived from Long-period Variables,2021,"Saremi, Elham",7,14,2021ApJ...923..164S
New Perspectives on the Exoplanet Radius Gap from a Mathematica Tool and Visualized Water Equation of State,2021,"Zeng, Li",15,29,2021ApJ...923..247Z
A Reflection Model with a Radial Disk Density Profile,2021,"Abdikamalov, Askar B.",5,16,2021ApJ...923..175A
DPNNet-2.0. I. Finding Hidden Planets from Simulated Images of Protoplanetary Disk Gaps,2021,"Auddy, Sayantan",4,10,2021ApJ...920....3A
"VLA Observations of Nine Extended Green Objects in the Milky Way: Ubiquitous Weak, Compact Continuum Emission, and Multi-epoch Emission from Methanol, Water, and Ammonia Masers",2021,"Towner, A. P. M.",4,7,2021ApJ...923..263T
High-frequency Wave Power Observed in the Solar Chromosphere with IBIS and ALMA,2021,"Molnar, Momchil E.",6,18,2021ApJ...920..125M
Alfvén Number for the Richtmyer-Meshkov Instability in Magnetized Plasmas,2021,"Sano, Takayoshi",1,6,2021ApJ...920...29S
Long Term Evolution of Surface Features on the Red Supergiant AZ Cyg,2021,"Norris, Ryan P.",26,14,2021ApJ...919..124N
Ion-driven Instabilities in the Inner Heliosphere. I. Statistical Trends,2021,"Martinović, Mihailo M.",4,16,2021ApJ...923..116M
"The Evolving Interstellar Medium of Star-forming Galaxies, as Traced by Stardust",2021,"Kokorev, Vasily I.",16,44,2021ApJ...921...40K
Comprehensive Chemistry of HeH<SUP>+</SUP> in the Early Universe,2021,"Courtney, E. D. S.",5,8,2021ApJ...919...70C
The Apparent Tail of the Galactic Center Object G2/DSO,2021,"Peißker, Florian",9,17,2021ApJ...923...69P
"Infrared Spectroscopy of Jet-cooled ""GrandPAHs"" in the 3-100 μm Region",2021,"Lemmens, A. K.",3,9,2021ApJ...923..238L
"Extinction in the Large Magellanic Cloud Bar around NGC 1854, NGC 1856, and NGC 1858",2021,"De Marchi, Guido",3,8,2021ApJ...922..135D
Mapping the Morphology and Kinematics of a Lyα-selected Nebula at z = 3.15 with MUSE,2021,"Sanderson, Kelly N.",5,16,2021ApJ...923..252S
Evidence for Ultra-diffuse Galaxy Formation through Tidal Heating of Normal Dwarfs,2021,"Jones, Michael G.",8,33,2021ApJ...919...72J
Turbulent Properties in Star-forming Molecular Clouds Down to the Sonic Scale. II. Investigating the Relation between Turbulence and Star-forming Environments in Molecular Clouds,2021,"Yun, Hyeong-Sik",17,7,2021ApJ...921...31Y
Electron-only Reconnection in an Ion-scale Current Sheet at the Magnetopause,2021,"Huang, S. Y.",8,42,2021ApJ...922...54H
"Most ""Young"" α-rich Stars Have High Masses but are Actually Old",2021,"Zhang, Meng",11,31,2021ApJ...922..145Z
Spin Dynamics of Extrasolar Giant Planets in Planet-Planet Scattering,2021,"Hong, Yu-Cian",4,6,2021ApJ...920..151H
Complex Structure of the Eastern Lobe of the Pictor A Radio Galaxy: Spectral Analysis and X-Ray/Radio Correlations,2021,"Thimmappa, R.",5,2,2021ApJ...921...44T
Detailed Abundances of Planet-hosting Open Clusters. The Praesepe (Beehive) Cluster,2021,"Vejar, George",3,6,2021ApJ...919..100V
ALMA Super-resolution Imaging of T Tau: r = 12 au Gap in the Compact Dust Disk around T Tau N,2021,"Yamaguchi, Masayuki",8,13,2021ApJ...923..121Y
Evolution of Elemental Abundances during B-Class Solar Flares: Soft X-Ray Spectral Measurements with Chandrayaan-2 XSM,2021,"Mondal, Biswajit",9,27,2021ApJ...920....4M
Fermi-LAT Observations of Sagittarius A*: Imaging Analysis,2021,"Cafardo, Fabio",3,11,2021ApJ...918...30C
Methanol at the Edge of the Galaxy: New Observations to Constrain the Galactic Habitable Zone,2021,"Bernal, J. J.",3,13,2021ApJ...922..106B
How Temporal Symmetry Defines Morphology in BATSE Gamma-Ray Burst Pulse Light Curves,2021,"Hakkila, Jon",1,4,2021ApJ...919...37H
"Nonstandard Modeling of a Possible Blue Straggler Star, KIC 11145123",2021,"Hatta, Yoshiki",4,5,2021ApJ...923..244H
Electron Acceleration at Rippled Low-mach-number Shocks in High-beta Collisionless Cosmic Plasmas,2021,"Kobzar, Oleh",7,22,2021ApJ...919...97K
Fine-grained Solar Flare Forecasting Based on the Hybrid Convolutional Neural Networks,2021,"Deng, Zheng",6,20,2021ApJ...922..232D
Observational Constraints on the Pulsar Wind Model: The Cases of Crab and Vela,2021,"Coelho, Jaziel G.",4,1,2021ApJ...920...57C
Wolf-Rayet Galaxies in SDSS-IV MaNGA. II. Metallicity Dependence of the High-mass Slope of the Stellar Initial Mass Function,2021,"Liang, Fu-Heng",7,10,2021ApJ...923..120L
Cooling Improves Cosmic Microwave Background Map-making when Low-frequency Noise is Large,2021,"Chiang, Bai-Chiang",2,1,2021ApJ...922...97C
The Gravity Collective: A Search for the Electromagnetic Counterpart to the Neutron Star-Black Hole Merger GW190814,2021,"Kilpatrick, Charles D.",83,32,2021ApJ...923..258K
Halo-model Analysis of the Clustering of Photometric Luminous Red Galaxies at 0.10 ≤ z ≤1.05 from the Subaru Hyper Suprime-Cam Survey,2021,"Ishikawa, Shogo",4,13,2021ApJ...922...23I
Probing Early Supermassive Black Hole Growth and Quasar Evolution with Near-infrared Spectroscopy of 37 Reionization-era Quasars at 6.3 &lt; z ≤ 7.64,2021,"Yang, Jinyi",21,139,2021ApJ...923..262Y
Angular Momentum and Morphological Sequence of Massive Galaxies through Dark Sage,2021,"Porras-Valverde, Antonio J.",4,2,2021ApJ...923..273P
"Erratum: ""The 3.3 μm Infrared Emission Feature: Observational and Laboratory Constraints on Its Carrier"" (2021, ApJ, 916, 52)",2021,"Tokunaga, Alan T.",2,0,2021ApJ...922..275T
Improved Constraints on the Initial-to-final Mass Relation of White Dwarfs Using Wide Binaries,2021,"Barrientos, Manuel",2,28,2021ApJ...923..181B
Solar Anti-Hale Bipolar Magnetic Regions: A Distinct Population with Systematic Properties,2021,"Muñoz-Jaramillo, Andrés",3,23,2021ApJ...920...31M
In Search of Infall Motion in Molecular Clumps. III. HCO+ (1-0) and H13CO+ (1-0) Mapping Observations toward Confirmed Infall Sources,2021,"Yang, Yang",5,13,2021ApJ...922..144Y
FRBs Lensed by Point Masses. II. The Multipeaked FRBs from the Point View of Microlensing,2021,"Chen, Xuechun",4,10,2021ApJ...923..117C
Simultaneous ALMA-Hinode-IRIS Observations on Footpoint Signatures of a Soft X-Ray Loop-like Microflare,2021,"Shimizu, Toshifumi",3,13,2021ApJ...922..113S
Testing the Relationship between Bursty Star Formation and Size Fluctuations of Local Dwarf Galaxies,2021,"Emami, Najmeh",10,21,2021ApJ...922..217E
Fluid Energy Cascade Rate and Kinetic Damping: New Insight from 3D Landau-fluid Simulations,2021,"Ferrand, R.",6,7,2021ApJ...923..122F
Mechanical Energy Deposition in Cool Star Atmospheres: Resonant Coupling to Coronal Loops in M Dwarfs,2021,"Mullan, D. J.",1,0,2021ApJ...922..164M
General Circulation Model Errors Are Variable across Exoclimate Parameter Spaces,2021,"Kopparla, Pushkar",5,1,2021ApJ...923...39K
Cosmic-Ray Transport in Simulations of Star-forming Galactic Disks,2021,"Armillotta, Lucia",3,33,2021ApJ...922...11A
Testing the Strong Equivalence Principle. II. Relating the External Field Effect in Galaxy Rotation Curves to the Large-scale Structure of the Universe,2021,"Chae, Kyu-Hyun",5,50,2021ApJ...921..104C
Energetic Particle Acceleration in Compressible Magnetohydrodynamic Turbulence,2021,"Zhang, Jian-Fu",2,7,2021ApJ...922..209Z
"On the Co-orbitation of Satellite Galaxies along the Great Plane of Andromeda: NGC 147, NGC 185, and Expectations from Cosmological Simulations",2021,"Pawlowski, Marcel S.",2,25,2021ApJ...923...42P
"Partial, Zombie, and Full Tidal Disruption of Stars by Supermassive Black Holes",2021,"Nixon, C. J.",3,36,2021ApJ...922..168N
The Challenges Ahead for Multimessenger Analyses of Gravitational Waves and Kilonova: A Case Study on GW190425,2021,"Raaijmakers, Geert",15,60,2021ApJ...922..269R
