Title,Year,First Author,Author Count,Citation Count,Citation Five Years,Bibcode
Masking Versus Removing Point Sources in CMB Data: The Source-corrected WMAP Power Spectrum from New Extended Catalog,2012,"Scodeller, Sandro",2,5,4,2012ApJ...761..119S
An Interpretation of the Possible Mechanisms of Two Ground-level Enhancement Events,2012,"Firoz, Kazi A.",4,25,13,2012ApJ...758..119F
Large-mass Neutron Stars with Hyperonization,2012,"Jiang, Wei-Zhou",3,60,34,2012ApJ...756...56J
Guiding Nonlinear Force-free Modeling Using Coronal Observations: First Results Using a Quasi-Grad-Rubin Scheme,2012,"Malanushenko, A.",5,52,28,2012ApJ...756..153M
A Survey of Mg II Absorption at 2 &lt; z &lt; 6 with Magellan/FIRE. I. Sample and Evolution of the Mg II Frequency,2012,"Matejek, Michael S.",2,70,34,2012ApJ...761..112M
The Evolution of Brightest Cluster Galaxies in a Hierarchical Universe,2012,"Tonini, Chiara",5,57,33,2012ApJ...759...43T
The Discovery of HD 37605c and a Dispositive Null Detection of Transits of HD 37605b,2012,"Wang, Xuesong, Sharon",18,57,39,2012ApJ...761...46W
Dynamical Measurements of Black Hole Masses in Four Brightest Cluster Galaxies at 100 Mpc,2012,"McConnell, Nicholas J.",8,123,66,2012ApJ...756..179M
External Compton Emission in Blazars of Nonlinear Synchrotron Self-Compton-cooled Electrons,2012,"Zacharias, Michael",2,19,14,2012ApJ...761..110Z
Fermi-LAT and WMAP Observations of the Puppis A Supernova Remnant,2012,"Hewitt, J. W.",6,39,25,2012ApJ...759...89H
A Comprehensive Analysis of Fermi Gamma-Ray Burst Data. II. E <SUB>p</SUB> Evolution Patterns and Implications for the Observed Spectrum-Luminosity Relations,2012,"Lu, Rui-Jing",8,138,57,2012ApJ...756..112L
Radioactively Powered Rising Light Curves of Type Ia Supernovae,2012,"Piro, Anthony L.",1,37,23,2012ApJ...759...83P
"Hydroxyacetonitrile (HOCH<SUB>2</SUB>CN) Formation in Astrophysical Conditions. Competition with the Aminomethanol, a Glycine precursor",2012,"Danger, G.",5,42,21,2012ApJ...756...11D
The Envelope and Embedded Disk around the Class 0 Protostar L1157-mm: Dual-wavelength Interferometric Observations and Modeling,2012,"Chiang, Hsin-Fang",3,77,36,2012ApJ...756..168C
A General Relativistic Model of Accretion Disks with Coronae Surrounding Kerr Black Holes,2012,"You, Bei",3,38,15,2012ApJ...761..109Y
Separation of Two Contributions to the High Energy Emission of Cygnus X-1: Polarization Measurements with INTEGRAL SPI,2012,"Jourdain, E.",4,108,49,2012ApJ...761...27J
Brightness and Fluctuation of the Mid-infrared Sky from AKARI Observations toward the North Ecliptic Pole,2012,"Pyo, Jeonghyun",4,22,12,2012ApJ...760..102P
"AKARI Observations of Brown Dwarfs. III. CO, CO<SUB>2</SUB>, and CH<SUB>4</SUB> Fundamental Bands and Physical Parameters",2012,"Sorahana, S.",2,47,16,2012ApJ...760..151S
Giant Molecular Cloud Evolutions in the Nearby Spiral Galaxy M33,2012,"Miura, Rie E.",16,88,32,2012ApJ...761...37M
A Giant Sample of Giant Pulses from the Crab Pulsar,2012,"Mickaliger, M. B.",9,65,26,2012ApJ...760...64M
On the Origin of the High Column Density Turnover in the H I Column Density Distribution,2012,"Erkal, Denis",3,30,25,2012ApJ...761...54E
Disconnection from the Termination Shock: The End of the Voyager Paradox,2012,"McComas, D. J.",2,21,19,2012ApJ...758...19M
The Lifetime and Powers of FR IIs in Galaxy Clusters,2012,"Antognini, Joe",3,28,21,2012ApJ...756..116A
Spatially Resolved Observations of the Bipolar Optical Outflow from the Brown Dwarf 2MASS J12073347-3932540,2012,"Whelan, E. T.",5,21,12,2012ApJ...761..120W
Resonances Required: Dynamical Analysis of the 24 Sex and HD 200964 Planetary Systems,2012,"Wittenmyer, Robert A.",3,41,22,2012ApJ...761..165W
Prior Flaring as a Complement to Free Magnetic Energy for Forecasting Solar Eruptions,2012,"Falconer, David A.",4,35,12,2012ApJ...757...32F
"The Photoeccentric Effect and Proto-hot Jupiters. II. KOI-1474.01, a Candidate Eccentric Planet Perturbed by an Unseen Companion",2012,"Dawson, Rebekah I.",7,47,21,2012ApJ...761..163D
Hanle Effect for Stellar Dipoles and Quadrupoles,2012,"Manso Sainz, R.",2,10,4,2012ApJ...760....7M
Black Hole Mass and Eddington Ratio Distribution Functions of X-Ray-selected Broad-line AGNs at z ~ 1.4 in the Subaru XMM-Newton Deep Field,2012,"Nobuta, K.",28,53,28,2012ApJ...761..143N
The Transport of Density Fluctuations throughout the Heliosphere,2012,"Zank, G. P.",4,18,8,2012ApJ...756...21Z
An Efficient Automated Validation Procedure for Exoplanet Transit Candidates,2012,"Morton, Timothy D.",1,232,86,2012ApJ...761....6M
Neutrino Processes in Partially Degenerate Neutron Matter,2012,"Bacca, S.",6,31,16,2012ApJ...758...34B
Radio and X-Ray Observations of the Intermittent Pulsar J1832+0029,2012,"Lorimer, D. R.",6,98,45,2012ApJ...758..141L
Testing Disk-locking in NGC 2264,2012,"Cauley, P. Wilson",4,23,15,2012ApJ...756...68C
Dynamics and Afterglow Light Curves of Gamma-Ray Burst Blast Waves with a Long-lived Reverse Shock,2012,"Uhm, Z. Lucas",6,61,27,2012ApJ...761..147U
Investigating the Reliability of Coronal Emission Measure Distribution Diagnostics using Three-dimensional Radiative Magnetohydrodynamic Simulations,2012,"Testa, Paola",5,47,31,2012ApJ...758...54T
Zero Impact Parameter White Dwarf Collisions in FLASH,2012,"Hawley, W. P.",3,36,23,2012ApJ...759...39H
Young Starless Cores Embedded in the Magnetically Dominated Pipe Nebula. II. Extended Data Set,2012,"Frau, P.",11,15,10,2012ApJ...759....3F
Verifying Asteroseismically Determined Parameters of Kepler Stars Using Hipparcos Parallaxes: Self-consistent Stellar Properties and Distances,2012,"Silva Aguirre, V.",27,141,98,2012ApJ...757...99S
Giant H II Regions in M101. I. X-Ray Analysis of Hot Gas,2012,"Sun, Wei",7,7,2,2012ApJ...760...61S
Photometric Calibration of the First 1.5 Years of the Pan-STARRS1 Survey,2012,"Schlafly, E. F.",17,360,143,2012ApJ...756..158S
A Bayesian Approach to Locating the Red Giant Branch Tip Magnitude. II. Distances to the Satellites of M31,2012,"Conn, A. R.",13,149,73,2012ApJ...758...11C
A Comparative Astrochemical Study of the High-mass Protostellar Objects NGC 7538 IRS 9 and IRS 1,2012,"Barentine, John C.",2,15,5,2012ApJ...757..111B
WISE/NEOWISE Observations of the Jovian Trojan Population: Taxonomy,2012,"Grav, T.",5,92,43,2012ApJ...759...49G
SOFIA/FORCAST and Spitzer/IRAC Imaging of the Ultracompact H II Region W3(OH) and Associated Protostars in W3,2012,"Hirsch, Lea",11,17,12,2012ApJ...757..113H
Infrared Spectral Mapping of Supernova Remnants. I. N63A and Its Environment,2012,"Caulet, Adeline",2,8,3,2012ApJ...761..107C
The Origin of Kepler's Supernova Remnant,2012,"Patnaude, Daniel J.",4,61,28,2012ApJ...756....6P
Solar Magnetic Field Reversals and the Role of Dynamo Families,2012,"DeRosa, M. L.",3,137,66,2012ApJ...757...96D
RW Aur A from the X-Wind Point of View: General Features,2012,"Liu, Chun-Fan",2,16,5,2012ApJ...761...94L
"Analysis of Spin-Orbit Alignment in the WASP-32, WASP-38, and HAT-P-27/WASP-40 Systems",2012,"Brown, D. J. A.",17,39,24,2012ApJ...760..139B
The Chandra View of the Largest Quasar Lens SDSS J1029+2623,2012,"Ota, Naomi",9,11,6,2012ApJ...758...26O
On the Nature of Off-pulse Emission from Pulsars,2012,"Basu, Rahul",3,10,5,2012ApJ...758...91B
Numerical Study of the Vishniac Instability in Supernova Remnants,2012,"Michaut, C.",5,19,6,2012ApJ...759...78M
The SDSS Co-add: Cosmic Shear Measurement,2012,"Lin, Huan",10,68,48,2012ApJ...761...15L
Detection of X-Ray Periodicity from a New Eclipsing Polar Candidate XGPS-I J183251-100106,2012,"Hui, C. Y.",5,6,2,2012ApJ...759..109H
The Gravitational Drag Force on an Extended Object Moving in a Gas,2013,"Bernal, Cristian G.",2,11,4,2013ApJ...775...72B
Reionization on Large Scales. III. Predictions for Low-l Cosmic Microwave Background Polarization and High-l Kinetic Sunyaev-Zel'dovich Observables,2013,"Battaglia, N.",5,80,35,2013ApJ...776...83B
An Analysis of Magnetohydrodynamic Invariants of Magnetic Fluctuations within Interplanetary Flux Ropes,2013,"Telloni, D.",5,27,5,2013ApJ...776....3T
Reionization on Large Scales. I. A Parametric Model Constructed from Radiation-hydrodynamic Simulations,2013,"Battaglia, N.",4,108,42,2013ApJ...776...81B
Mid-infrared Atomic Fine-structure Emission-line Spectra of Luminous Infrared Galaxies: Spitzer/IRS Spectra of the GOALS Sample,2013,"Inami, H.",21,102,43,2013ApJ...777..156I
The Structure of Surface H<SUB>2</SUB>O Layers of Ice-covered Planets with High-pressure Ice,2013,"Ueta, S.",2,3,3,2013ApJ...775...96U
Double mode Cepheids in M31,2013,"Poleski, Radosław",1,11,7,2013ApJ...778..147P
A Generalized Family of Post-Newtonian Dedekind Ellipsoids,2013,"Gürlebeck, Norman",2,3,2,2013ApJ...777...60G
The Signatures of Particle Decay in 21 cm Absorption from the First Minihalos,2013,"Vasiliev, Evgenii O.",2,3,3,2013ApJ...777....8V
Correlations of the Arrival Directions of Ultra-high Energy Cosmic Rays with Extragalactic Objects as Observed by the Telescope Array Experiment,2013,"Abu-Zayyad, T.",146,41,36,2013ApJ...777...88A
Viscous Evolution and Photoevaporation of Circumstellar Disks Due to External Far Ultraviolet Radiation Fields,2013,"Anderson, Kassandra R.",3,92,46,2013ApJ...774....9A
Gravitational Lens Models Based on Submillimeter Array Imaging of Herschel-selected Strongly Lensed Sub-millimeter Galaxies at z &gt; 1.5,2013,"Bussmann, R. S.",49,190,102,2013ApJ...779...25B
Discovery of a Highly Variable Dipping Ultraluminous X-Ray Source in M94,2013,"Lin, Dacheng",5,15,8,2013ApJ...779..149L
"Gamma-Ray Observations of the Microquasars Cygnus X-1, Cygnus X-3, GRS 1915+105, and GX 339-4 with the Fermi Large Area Telescope",2013,"Bodaghee, Arash",6,59,39,2013ApJ...775...98B
Low Virial Parameters in Molecular Clouds: Implications for High-mass Star Formation and Magnetic Fields,2013,"Kauffmann, Jens",3,253,92,2013ApJ...779..185K
Physical Parameters of Standard and Blowout Jets,2013,"Pucci, Stefano",4,52,26,2013ApJ...776...16P
A Monte Carlo Code for Relativistic Radiation Transport around Kerr Black Holes,2013,"Schnittman, Jeremy D.",2,61,30,2013ApJ...777...11S
0.5-4 Å X-Ray Brightenings in the Magnetosphere Observed by the Geostationary Operational Environmental Satellites,2013,"Yamamoto, Tetsuya T.",2,0,0,2013ApJ...775..121Y
Delayed Energy Injection Model for Gamma-Ray Burst Afterglows,2013,"Geng, J. J.",4,44,31,2013ApJ...779...28G
Conditions for Transverse Waves Propagation along Thin Magnetic Flux Tubes on the Sun,2013,"Lopin, Igor",2,7,5,2013ApJ...774..121L
Investigation of the Puzzling Abundance Pattern in the Stars of the Fornax Dwarf Spheroidal Galaxy,2013,"Li, Hongjie",3,18,11,2013ApJ...775...12L
Infrared Laboratory Oscillator Strengths of Fe I in the H-band,2013,"Ruffoni, M. P.",4,23,16,2013ApJ...779...17R
Searching for Neutral Hydrogen Halos around z ~ 2.1 and z ~ 3.1 Lyα Emitting Galaxies,2013,"Feldmeier, John J.",12,53,30,2013ApJ...776...75F
"Erratum: ""Hot Methane Line Lists for Exoplanet and Brown Dwarf Atmospheres"" <A href=""/abs/2012ApJ...757...46H"">(2012, ApJ, 757, 46)</A>",2013,"Hargreaves, Robert J.",5,5,4,2013ApJ...774...89H
Gravitational Binary-lens Events with Prominent Effects of Lens Orbital Motion,2013,"Park, H.",65,27,23,2013ApJ...778..134P
The Spectral Evolution of the First Galaxies. II. Spectral Signatures of Lyman Continuum Leakage from Galaxies in the Reionization Epoch,2013,"Zackrisson, Erik",3,162,50,2013ApJ...777...39Z
Plasma Effects on Fast Pair Beams. II. Reactive versus Kinetic Instability of Parallel Electrostatic Waves,2013,"Schlickeiser, R.",3,52,28,2013ApJ...777...49S
The Stellar Number Density Distribution in the Local Solar Neighborhood is North-South Asymmetric,2013,"Yanny, Brian",2,89,43,2013ApJ...777...91Y
Characteristics of Transverse Waves in Chromospheric Mottles,2013,"Kuridze, D.",8,43,24,2013ApJ...779...82K
Are Superluminous Supernovae and Long GRBs the Products of Dynamical Processes in Young Dense Star Clusters?,2013,"van den Heuvel, E. P. J.",2,40,24,2013ApJ...779..114V
Andromeda Dwarfs in Light of MOND. II. Testing Prior Predictions,2013,"McGaugh, Stacy",2,95,52,2013ApJ...775..139M
The Hunt for Exomoons with Kepler (HEK). III. The First Search for an Exomoon around a Habitable-zone Planet,2013,"Kipping, D. M.",7,70,44,2013ApJ...777..134K
"Erratum: ""Thermal Escape in the Hydrodynamic Regime: Reconsideration of Parker's Isentropic Theory Based on Results of Kinetic Simulations"" <A href=""/abs/2013ApJ...765...90V"">(2013, ApJ, 765, 90)</A>",2013,"Volkov, Alexey N.",2,2,2,2013ApJ...774...90V
A Search for L/T Transition Dwarfs with Pan-STARRS1 and WISE: Discovery of Seven Nearby Objects Including Two Candidate Spectroscopic Variables,2013,"Best, William M. J.",16,32,16,2013ApJ...777...84B
Investigating the Presence of 500 μm Submillimeter Excess Emission in Local Star Forming Galaxies,2013,"Kirkpatrick, Allison",13,24,15,2013ApJ...778...51K
"Exoplanet Transit Spectroscopy Using WFC3: WASP-12 b, WASP-17 b, and WASP-19 b",2013,"Mandell, Avi M.",6,120,74,2013ApJ...779..128M
The Formation of the Massive Galaxies in the SSA22 z = 3.1 Protocluster,2013,"Kubo, M.",18,54,27,2013ApJ...778..170K
Effect of Masked Regions on Weak-lensing Statistics,2013,"Shirasaki, Masato",3,14,7,2013ApJ...774..111S
Excess Ellipticity of Hot and Cold Spots in the WMAP Data?,2013,"Berntsen, Eirik",2,2,2,2013ApJ...779...37B
Solar Wind Charge Exchange Emission in the Chandra Deep Field North,2013,"Slavin, Jonathan D.",3,8,4,2013ApJ...779...13S
Nonthermal Radiation from Supernova Remnants: Effects of Magnetic Field Amplification and Particle Escape,2013,"Kang, Hyesung",3,20,13,2013ApJ...777...25K
Magnetic Field Components Analysis of the SCUPOL 850 μm Polarization Data Catalog,2013,"Poidevin, Frédérick",5,26,12,2013ApJ...777..112P
Characterizing the Turbulent Properties of the Starless Molecular Cloud MBM 16,2013,"Pingel, N. M.",16,22,7,2013ApJ...779...36P
Metal-rich Planetary Nebulae in the Outer Reaches of M31,2013,"Balick, B.",4,30,19,2013ApJ...774....3B
An Imprint of Molecular Cloud Magnetization in the Morphology of the Dust Polarized Emission,2013,"Soler, J. D.",6,230,65,2013ApJ...774..128S
The LBT Boötes Field Survey. I. The Rest-frame Ultraviolet and Near-infrared Luminosity Functions and Clustering of Bright Lyman Break Galaxies at Z ~ 3,2013,"Bian, Fuyan",10,51,29,2013ApJ...774...28B
A Measurement of the Turbulence-driven Density Distribution in a Non-star-forming Molecular Cloud,2013,"Ginsburg, Adam",3,41,20,2013ApJ...779...50G
Empirical Links between XRB and AGN Accretion Using the Complete z &lt; 0.4 Spectroscopic CSC/SDSS Catalog,2013,"Trichas, Markos",11,28,9,2013ApJ...778..188T
Time-dependent Photoionization of Gaseous Nebulae: The Pure Hydrogen Case,2013,"García, J.",4,17,4,2013ApJ...775....8G
MUSCLE W49: A Multi-Scale Continuum and Line Exploration of the Most Luminous Star Formation Region in the Milky Way. I. Data and the Mass Structure of the Giant Molecular Cloud,2013,"Galván-Madrid, R.",12,74,36,2013ApJ...779..121G
Determining Neutron Star Masses and Radii Using Energy-resolved Waveforms of X-Ray Burst Oscillations,2013,"Lo, Ka Ho",4,102,46,2013ApJ...776...19L
The Role of Cross-shock Potential on Pickup Ion Shock Acceleration in the Framework of Focused Transport Theory,2013,"Zuo, Pingbing",3,8,3,2013ApJ...776...93Z
Lyα Heating of Inhomogeneous High-redshift Intergalactic Medium,2013,"Oklopčić, Antonija",2,5,1,2013ApJ...779..146O
The Diagnostic Potential of Fe Lines Applied to Protostellar Jets,2013,"Giannini, T.",9,31,16,2013ApJ...778...71G
Eight Planets in Four Multi-planet Systems via Transit Timing Variations in 1350 Days,2013,"Yang, Ming",5,14,12,2013ApJ...778..110Y
Multiwavelength Observations and Modeling of 1ES 1959+650 in a Low Flux State,2013,"Aliu, E.",84,28,14,2013ApJ...775....3A
Into the Lair: Gravitational-wave Signatures of Dark Matter,2013,"Macedo, Caio F. B.",4,196,47,2013ApJ...774...48M
"Chemistry of the Sagittarius Dwarf Galaxy: A Top-light Initial Mass Function, Outflows, and the R-process",2013,"McWilliam, Andrew",3,167,82,2013ApJ...778..149M
Explaining the [C II]157.7 μm Deficit in Luminous Infrared Galaxies—First Results from a Herschel/PACS Study of the GOALS Sample,2013,"Díaz-Santos, T.",29,216,122,2013ApJ...774...68D
Water Absorption from Gas Very near the Massive Protostar AFGL 2136 IRS 1,2013,"Indriolo, Nick",4,8,3,2013ApJ...776....8I
How to Switch a Gamma-Ray Burst On and Off through a Magnetar,2013,"Bernardini, M. G.",14,47,19,2013ApJ...775...67B
The PAndAS View of the Andromeda Satellite System. I. A Bayesian Search for Dwarf Galaxies Using Spatial and Color-Magnitude Information,2013,"Martin, Nicolas F.",8,99,47,2013ApJ...776...80M
Si Isotope Homogeneity of the Solar Nebula,2013,"Pringle, Emily A.",5,15,9,2013ApJ...779..123P
Schmidt's Conjecture and Star Formation in Molecular Clouds,2013,"Lada, Charles J.",5,100,54,2013ApJ...778..133L
The Zurich Environmental Study (ZENS) of Galaxies in Groups along the Cosmic Web. II. Galaxy Structural Measurements and the Concentration of Morphologically Classified Satellites in Diverse Environments,2013,"Cibinel, A.",12,33,26,2013ApJ...776...72C
The Metallicity Dependence of the Cepheid P - L Relation in M101,2013,"Mager, Violet A.",3,21,12,2013ApJ...777...79M
Regional Variations in the Dense Gas Heating and Cooling in M51 from Herschel Far-infrared Spectroscopy,2013,"Parkin, T. J.",16,48,30,2013ApJ...776...65P
Variability of the Accretion Disk of V926 Sco Inferred from Tomographic Analysis,2013,"Connolly, S. D.",3,1,1,2013ApJ...777..171C
Radionuclide Ionization in Protoplanetary Disks: Calculations of Decay Product Radiative Transfer,2013,"Cleeves, L. Ilsedore",4,51,30,2013ApJ...777...28C
Constraints on Planet Occurrence around Nearby Mid-to-late M Dwarfs from the MEARTH Project,2013,"Berta, Zachory K.",3,53,41,2013ApJ...775...91B
Is There a Metallicity Ceiling to Form Carbon Stars?—A Novel Technique Reveals a Scarcity of C stars in the Inner M31 Disk,2013,"Boyer, M. L.",13,62,35,2013ApJ...774...83B
Swift and RXTE Observations of the Black Hole Transient GX 339-4 in the Hard State between Outbursts,2013,"Allured, Ryan",4,13,11,2013ApJ...774..135A
Coronium in the Laboratory: Measuring the Fe XIV Green Coronal Line by Laser Spectroscopy,2013,"Schnorr, K.",9,19,10,2013ApJ...776..121S
